text,label
Amazing! It is missing an essential function however! I am very satisfied with this widget. I personally think it is better than the Google Calendar widget! It would be amazing for people who use phones with big screens to have the option to move the widget header to the bottom!,positive
Thanks to the developer It's a awesome application,positive
Best ring tone customizer EVER!! This app works GREAT! Best app for someone who loves to have new ringtones all the time! Devs  Thanks!,positive
"eBay images now work! Blocked by """"""""""""""""""""""""""""""""Adfree"""""""""""""""""""""""""""""""" Felt the need to give this app 5 stars especially after I don't think its fair that people gave this 1 star for not reading what it says (that it needs root) or thinking its some sort of hacking tool when its not. It served its purpose for me!""""",positive
It is very helpful,positive
Keya hota hai,positive
Great app This is a great app to download and use for music,positive
Hai..no Hai,positive
Rage mod on Cool,positive
Lado Lado,positive
Very Clean look,positive
Swipe update not working! Fix it. Galaxy Siii,negative
Great Thanks for app.,positive
Raleigh!!! My little girl was going to be able to watch YouTube videos!!!,positive
Pure Propaganda for liberals Every story has strong liberal slant. Brainwashing material throughout.,negative
Play Stations Very fast and effective cheers!!!!,positive
Very bad but also consume more space,negative
Hourly newscast stopped working I love having access to NPR through this app but in recent weeks the hourly news stopped working... often it plays the sponsor message then quits  or else plays the headlines from many hours before. Frustrating.,negative
Simple and practical I really love it. its simple everything is well-organized with a good design.,positive
Ksk,positive
excellent beautiful as well as useful/,positive
Still struggling to find all folders. Sort by 'date taken' not working. Love the concept and the minimal permissions. This would be the replacement for QuickPic except for one issue - it doesn't display all of my photos - about a third of my pictures are missing from their folders  (.jpg and .png). They are shown by other galleries  and shown by Simple File Manager from the same developer. EDIT▶Since v2.3.0 finding all the pictures in each visible folder  with correct picture counts  but not showing all folders (they are not hidden). I've noticed that if I use a file manager to select a picture file from a folder that Simple Gallery doesn't show  and choose to open it in SG  after this the folder miraculously appears in SG with all its pictures. Sort by 'date taken' not working.,neutral
This app has issues with saving attachments from MMS. I was unable to save pictures that were sent to me. Had to uninstall for that reason.,neutral
Verry happy,positive
Much better than other apps,positive
I think this is the very best app from which we can get this type huge information so quickly... just awesome...,positive
EXO SAI,positive
Gayathri Iswarya,positive
Deborah Lizn,positive
Its very love it good,positive
Great app For keeping track of expenses. Saves me hours every month.,positive
A great application with lot of valuable inputs,positive
Nice This app was really nice,positive
OMG I love study astronomy❤❤❤ and it helps me very much,positive
Shortyz Great way to kill time.,positive
Great firewall app,positive
Very interesting. Something different,positive
Laz Plz me on g+,positive
Better for study,positive
Good Flexible,neutral
Awesome ? loved it so low memory consumption and g8 features ? ?,positive
The last update broke copy/paste for me  making the app unusable for me,neutral
very poor bad,negative
Backup to email works but never restores fully.,neutral
Play almost every day.,positive
It is a good app  but it takes lots of space so I wouldn't update it  but Gmail and Youtube don't work if I don't.,neutral
Interesting app! Not sure yet,positive
Please stop advertising it answers calls The latest version of Android apparently doesn't support call answer without rooting the phone. That's a lot of headache for most users.,neutral
good word predict i was finding a keybord abd then i found this...really this is a awesome keyboard,positive
Will not turn off  only rebooting works  not worthy of my resources,negative
Live tv Live tv,positive
Gud update,positive
i hate,negative
Skymaps,positive
Nice It would have been better if it had its own pattern lock or pin lock instead if using system locks,positive
I love this game I started playing the original Pixel Dungeon almost 3 years ago and last year I found this version and I've fallen in love with both. If I could make a small suggestion  make a game that focuses on the city above the dungeons. I know that would probably be a huge undertaking and take a lot of time to make  but I feel like fans would really enjoy it. Just my two cents though  so it's whatever. Great game though. 5/5,positive
Love it~ Every mtg players need,positive
Nicee Perfect stranger,positive
The only problem I am having is telegram WILL NOT give me notifications. It's annoying.,positive
